episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-7201.0,-7201.0,-7201.0,7201.0,1,1,105000,5000,105000,False,14,21,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-24-10,1666794250,7.813014268875122,164.51080775260925,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,164.51080775260925,105000,21,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7916.381,631.602,0.172,29006251.729,2149.3,2326.339,5.002,105000,105000,105000,5000,105000,35.75454545454545,85.10000000000001,500.0,4.76837158203125e-07,4.999999873689376e-05,2.922447,-0.0023735384,2.937998,-0.32367837,0.0026705023,1.3177409,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,1,1,110000,5000,110000,False,15,22,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-24-18,1666794258,7.686607122421265,172.19741487503052,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,172.19741487503052,110000,22,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7921.95,631.158,0.171,29171678.954,2147.84,2327.92,5.0,110000,110000,110000,5000,110000,36.0,85.10909090909091,500.0,2.384185791015625e-07,4.999999873689376e-05,2.8099515,-0.002828214,2.8258514,-0.6164349,0.0027882166,1.3072028,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,0,1,115000,5000,115000,False,15,23,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-24-26,1666794266,7.740553140640259,179.93796801567078,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,179.93796801567078,115000,23,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7887.644,633.903,0.172,29151403.948,2137.621,2339.049,4.922,115000,115000,115000,5000,115000,35.92727272727273,84.99090909090908,500.0,1.1920928955078125e-07,4.999999873689376e-05,2.7146986,-0.0024351773,2.729839,-0.54350203,0.0026420213,1.2705935,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,1,1,120000,5000,120000,False,16,24,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-24-34,1666794274,7.7826128005981445,187.72058081626892,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,187.72058081626892,120000,24,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7860.971,636.054,0.17,29433712.281,2139.117,2337.413,4.9,120000,120000,120000,5000,120000,35.809090909090905,84.99090909090908,500.0,5.960464477539063e-08,4.999999873689376e-05,2.9606066,-0.0014544714,2.9747882,-0.35457963,0.0019768116,1.2727302,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,1,1,125000,5000,125000,False,17,25,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-24-42,1666794282,7.937845230102539,195.65842604637146,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,195.65842604637146,125000,25,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7823.994,639.06,0.166,30140155.217,2141.768,2334.52,4.899,125000,125000,125000,5000,125000,39.8,84.98333333333333,500.0,2.9802322387695312e-08,4.999999873689376e-05,2.6689472,-0.0011342735,2.6826332,-0.23804685,0.002528925,1.2551173,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,1,1,130000,5000,130000,False,18,26,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-24-50,1666794290,7.8043601512908936,203.46278619766235,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,203.46278619766235,130000,26,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7843.231,637.492,0.165,30231396.857,2133.513,2343.553,4.789,130000,130000,130000,5000,130000,35.69090909090909,85.08181818181818,500.0,1.4901161193847656e-08,4.999999873689376e-05,2.6698055,-0.0015766468,2.6835718,-0.1962091,0.0026623616,1.2189628,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,0,1,135000,5000,135000,False,18,27,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-24-57,1666794297,7.745278596878052,211.2080647945404,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,211.2080647945404,135000,27,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7840.274,637.733,0.165,30257567.451,2136.075,2340.742,4.768,135000,135000,135000,5000,135000,36.263636363636365,85.00909090909092,500.0,7.450580596923828e-09,4.999999873689376e-05,2.7796588,-0.0026932494,2.7941153,-0.23403776,0.002998081,1.1763655,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,1,1,140000,5000,140000,False,19,28,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-25-05,1666794305,7.750616073608398,218.9586808681488,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,218.9586808681488,140000,28,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7843.544,637.467,0.164,30561818.712,2137.873,2338.773,4.806,140000,140000,140000,5000,140000,35.61818181818182,85.05454545454546,500.0,3.725290298461914e-09,4.999999873689376e-05,2.7076416,-0.0016325724,2.7210014,0.14339547,0.0032339226,1.1727206,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,1,1,145000,5000,145000,False,20,29,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-25-13,1666794313,7.752742528915405,226.7114233970642,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,226.7114233970642,145000,29,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7805.459,640.577,0.164,30566273.138,2139.847,2336.615,4.806,145000,145000,145000,5000,145000,35.51818181818182,85.02727272727272,500.0,1.862645149230957e-09,4.999999873689376e-05,1.9539391,-0.0008888744,1.9661152,0.2215814,0.0028773719,1.1287378,0.009999999776482582
-7201.0,-7201.0,-7201.0,7201.0,0,1,150000,5000,150000,False,20,30,71bca_00000,81a39f00bdef4611877cb18935a40f00,2022-10-26_15-25-21,1666794321,7.88749361038208,234.5989170074463,709877,pl-gonzal.cis.strath.ac.uk,172.17.248.57,234.5989170074463,150000,30,8.816381454467773,"[-7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0, -7201.0]","[7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201, 7201]",7819.849,639.399,0.163,30610888.921,2147.635,2328.142,4.685,150000,150000,150000,5000,150000,40.55833333333334,84.91666666666667,500.0,9.313225746154785e-10,4.999999873689376e-05,0.8794136,-0.0023823453,0.89296347,0.089484565,0.0021620526,1.1167537,0.009999999776482582
